cluster,point_count,rmse,s0,z0,c
0,387,0.027348979148400676,0.7954824838308046,9.998815159536022,211.60178335100957
1,397,0.028792770985392454,-0.1838725834841144,9.999863241666407,208.6928535807227
2,417,0.02921832487831514,0.3331547381351019,9.998512186232437,203.19502968693584
