cluster,point_count,rmse,s0,z0,c
0,492,0.028059051929654875,0.7076480016548021,10.001648341592244,199.6974834657171
1,496,0.028246105543001287,-0.2641765116427851,10.001561057553362,202.45016110138795
2,514,0.029238279160464443,0.22741399560574752,9.997827530954382,201.16218813695735
