cluster,point_count,rmse,s0,z0,c
0,209,0.029322045027735468,1.0927815381618495,10.00222649344879,200.45810795404907
1,178,0.029997292849267092,0.1776021484443814,9.996711979737377,201.41824194002442
2,214,0.030964146680311666,0.6077445427269361,9.996237878910526,198.43061690424946
